device_id,timestamp_unix,ts,co,humidity,lpg,smoke,temp
b8:27:eb:bf:9d:51,1704067,1594541627.3097534,0.004842528133232792,51.91875083661339,0.007492163462625741,0.020131456987748566,21.955259642765174
b8:27:eb:bf:9d:51,1704067,1594924152.2845967,0.0062548177836249195,52.90496127817649,0.009048181873563599,0.024425869462770474,22.054313280719388
b8:27:eb:bf:9d:51,1704067,1594944759.744526,0.007565594727788896,52.362088573786835,0.010436626005397702,0.02835599452714973,21.789579531124886
b8:27:eb:bf:9d:51,1704067,1595184937.7837007,0.005778764075543363,52.04028089507522,0.008505014869540466,0.02266682122414956,22.388076672498187
1c:bf:ce:15:ec:4d,1704067,1594936981.8498788,0.00415506349027749,91.2241830441831,0.006791335639752503,0.017953212056677065,23.706453413427457
b8:27:eb:bf:9d:51,1704067,1594900305.2498918,0.006025786863205197,50.493863569908406,0.008897185361282174,0.023786583724229666,22.372572902112456
b8:27:eb:bf:9d:51,1704067,1594806807.3369658,0.005040290837625908,52.13751340080044,0.007730546251340307,0.02084987155227,22.366999163143024
00:0f:00:70:91:0a,1704067,1595158480.1088207,0.0023957497046369885,76.6978391044459,0.004487836737347103,0.01158215824451202,19.709569330525483
1c:bf:ce:15:ec:4d,1704067,1594620087.2845306,0.004630618304815457,59.36399530260173,0.007209388795518622,0.019120797899723492,24.491279073180856
00:0f:00:70:91:0a,1704067,1595069939.7270885,0.0030935299766543375,79.44687755472712,0.005433055239933275,0.013976934285384808,20.056353865700828
b8:27:eb:bf:9d:51,1704067,1595113640.9755692,0.006074752492653272,50.62449946565745,0.00886112727646533,0.023867438437976687,22.318026491812315
00:0f:00:70:91:0a,1704067,1595134778.3436797,0.0030233154134940605,76.25512495960497,0.005321573808785618,0.013882267587787638,19.3787499054292
b8:27:eb:bf:9d:51,1704067,1594582386.6091611,0.005250452108059829,50.87441508999709,0.008000821485579226,0.021374476027494094,21.99076138753896
00:0f:00:70:91:0a,1704067,1594877045.0236099,0.0041384890652197606,74.91679091805626,0.006765286891253408,0.017836679210846203,19.368223713020456
b8:27:eb:bf:9d:51,1704068,1594732137.4677782,0.004905847755476096,54.66720239695242,0.007533395909092159,0.02008636286383932,22.33624969765629
b8:27:eb:bf:9d:51,1704068,1595186182.0758939,0.005697234283292371,49.84522935709226,0.00852161264888892,0.02275397571208712,22.522982335101485
b8:27:eb:bf:9d:51,1704068,1594842473.1086693,0.005083942135139075,50.66968293175832,0.00774581675378997,0.020819545087793125,23.230880990886774
b8:27:eb:bf:9d:51,1704068,1594714019.7747557,0.004842826253627256,52.192314069353046,0.007623261523827896,0.020126364263218427,22.428303876622984
b8:27:eb:bf:9d:51,1704068,1595072518.2667603,0.005740286535221798,49.96681854765722,0.008438406585282339,0.022856472431633607,22.20187105404182
b8:27:eb:bf:9d:51,1704068,1594777153.7201817,0.005322670118135274,47.967519490008556,0.008125715300619315,0.02170803890127322,22.75274724840484
